종목코드,회사명,시장구분,업종,결산년도,자산총계,유동자산,고정자산,부채총계,유동부채,고정부채,자본총계,자본금,자본잉여금,이익잉여금,매출액,영업이익,당기순이익,매출액증감률,영업이익증감률
013570,디와이,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.64,-13.04
210540,디와이파워,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.59,13.37
032350,롯데관광개발,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.94,12.01
089860,롯데렌탈,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.96,-11.8
330590,롯데리츠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.37,-11.4
000400,롯데손해보험,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.95,9.06
023530,롯데쇼핑,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.95,2.23
020150,롯데에너지머티리얼즈,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.51,8.61
280360,롯데웰푸드,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.36,-13.47
286940,롯데이노베이트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.45,-13.12
004000,롯데정밀화학,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.64,15.72
004990,롯데지주,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.28,19.54
00499K,롯데지주우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.58,-19.05
005300,롯데칠성,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.72,16.77
005305,롯데칠성우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.98,19.98
011170,롯데케미칼,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.71,-14.49
071840,롯데하이마트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.05,0.83
027740,마니커,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.23,17.53
357430,마스턴프리미어리츠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.42,2.24
001080,만호제강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.26,-8.36
088980,맥쿼리인프라,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.22,22.07
094800,맵스리얼티1,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.96,13.25
138040,메리츠금융지주,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.92,-8.63
090370,메타랩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.25,14.78
118000,메타케어,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.68,13.36
017180,명문제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.57,18.0
009900,명신산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.5,20.6
012690,모나리자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.49,7.94
005360,모나미,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.83,-18.86
070960,모나용평,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.13,-9.46
009680,모토닉,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.77,3.47
009580,무림P&P,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.25,9.91
009200,무림페이퍼,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.02,21.1
033920,무학,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.11,17.59
008420,문배철강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.49,-14.36
025560,미래산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.71,10.49
007120,미래아이앤지,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.38,-14.68
396690,미래에셋글로벌리츠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.77,-8.89
357250,미래에셋맵스리츠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.92,9.41
085620,미래에셋생명,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.38,23.0
006800,미래에셋증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.77,-17.15
00680K,미래에셋증권2우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.53,23.58
006805,미래에셋증권우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.08,-14.8
002840,미원상사,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.06,-0.8
268280,미원에스씨,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.59,9.96
107590,미원홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.27,-16.83
134380,미원화학,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.74,0.62
003650,미창석유,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.2,16.67
377740,바이오노트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.03,7.5
003610,방림,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.21,-6.67
001340,PKC,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.14,23.74
035150,백산,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.32,-17.46
002410,범양건영,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.48,8.84
007210,벽산,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.55,-3.98
002760,보락,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.86,24.43
003850,보령,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.05,21.29
000890,보해양조,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.65,-3.98
003000,부광약품,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.88,-17.29
001270,부국증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.13,-3.1
001275,부국증권우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.37,23.11
026940,부국철강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.1,5.25
011390,부산산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.13,17.65
005030,부산주공,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.51,-8.06
002070,비비안,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.05,4.68
100220,비상교육,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.5,-0.68
090460,비에이치,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.59,-12.74
005180,빙그레,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.97,-5.24
003960,사조대림,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.7,-19.47
008040,사조동아원,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.69,-12.1
007160,사조산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,1.41,-7.36
014710,사조씨푸드,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.24,-10.04
006090,사조오양,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.83,-5.37
062040,산일전기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.41,-0.24
001470,삼부토건,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.95,18.75
028050,삼성E&A,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.0,-10.96
448730,삼성FN리츠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.81,14.5
006400,삼성SDI,KOSPI,2차전지 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.11,-19.26
006405,삼성SDI우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.5,19.82
006660,삼성공조,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.81,6.55
028260,삼성물산,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.34,-3.89
02826K,삼성물산우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.79,11.93
207940,삼성바이오로직스,KOSPI,의약품 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.59,13.65
032830,삼성생명,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.87,-2.65
018260,삼성에스디에스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.03,6.82
009150,삼성전기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.78,-18.08
009155,삼성전기우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.86,-6.45
005930,삼성전자,KOSPI,전자제품 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.1,0.09
005935,삼성전자우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.52,8.86
001360,삼성제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.98,14.71
010140,삼성중공업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.44,11.51
016360,삼성증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.82,4.56
068290,삼성출판사,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.54,-19.34
029780,삼성카드,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.83,16.17
000810,삼성화재,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.84,-0.71
000815,삼성화재우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.61,1.22
006110,삼아알미늄,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.29,-7.61
145990,삼양사,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.16,24.42
145995,삼양사우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.47,8.06
003230,삼양식품,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.52,-8.51
002170,삼양통상,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.38,19.68
272550,삼양패키징,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.21,10.2
000070,삼양홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.17,-14.71
000075,삼양홀딩스우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.43,10.65
003720,삼영,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.26,18.46
002810,삼영무역,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.67,17.1
005680,삼영전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.58,-4.11
023000,삼원강재,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.28,-1.75
004380,삼익THK,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.39,16.82
002450,삼익악기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.61,-18.48
004440,삼일씨엔에스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.16,9.7
000520,삼일제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,3.15,5.08
009770,삼정펄프,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.83,7.07
005500,삼진제약,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.13,-17.68
004690,삼천리,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.72,5.16
010960,삼호개발,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.5,5.7
004450,삼화왕관,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,0.7,9.34
009470,삼화전기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.2,8.14
011230,삼화전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.34,9.64
001820,삼화콘덴서,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.02,20.85
000390,삼화페인트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.95,10.27
001290,상상인증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.02,24.47
041650,상신브레이크,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.43,20.34
075180,새론오토모티브,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.67,6.61
007540,샘표,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-7.51,-3.69
248170,샘표식품,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.81,20.51
007860,서연,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.81,-19.63
200880,서연이화,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.5,0.62
017390,서울가스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.45,9.22
004410,서울식품,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.05,14.13
004415,서울식품우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.15,11.2
021050,서원,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.79,-1.74
008490,서흥,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.61,-6.58
007610,선도전기,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.87,7.94
136490,선진,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.02,9.64
014910,성문전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.01,-11.22
014915,성문전자우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.01,11.4
003080,SB성보,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.23,20.34
004980,성신양회,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.03,8.6
004985,성신양회우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.92,25.0
011300,성안머티리얼스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.48,-14.05
000180,성창기업지주,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.82,10.04
002420,세기상사,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.22,4.98
004360,세방,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.41,-8.21
004365,세방우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.43,-17.55
004490,세방전지,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.81,-15.42
001430,세아베스틸지주,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.74,-3.35
306200,세아제강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.61,-0.72
003030,세아제강지주,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.83,-0.88
019440,세아특수강,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.21,-4.79
058650,세아홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,11.9,-18.27
013000,세우글로벌,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,9.89,-18.89
091090,세원이앤씨,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.34,14.16
021820,세원정공,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.82,-8.0
067830,세이브존I&C,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.03,-14.52
075580,세진중공업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,6.41,-3.01
068270,셀트리온,KOSPI,의약품 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.57,13.0
336370,솔루스첨단소재,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,10.02,2.45
33637K,솔루스첨단소재1우,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-0.47,14.82
33637L,솔루스첨단소재2우B,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.49,5.49
248070,솔루엠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.95,10.32
004430,송원산업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-5.57,-15.63
126720,수산인더스트리,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.78,-10.99
017550,수산세보틱스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.27,20.32
053210,스카이라이프,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,12.97,7.41
204210,스타에스엠리츠,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.31,-5.01
026890,스틱인베스트먼트,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,2.15,18.4
134790,시디즈,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.27,-12.71
462870,시프트업,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.42,4.17
016590,신대양제지,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.67,5.5
029530,신도리코,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.77,5.17
004970,신라교역,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-1.88,-7.6
011930,신성이엔지,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,14.94,-13.79
005390,신성통상,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-9.27,-14.2
004170,신세계,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,5.25,12.47
035510,신세계 I&C,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,13.5,13.0
034300,신세계건설,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-6.62,2.27
031430,신세계인터내셔날,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,4.73,-15.15
031440,신세계푸드,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.46,-8.28
006880,신송홀딩스,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,8.9,9.95
005800,신영와코루,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,7.23,-16.95
001720,신영증권,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-4.75,21.93
009270,신원,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-2.6,-8.7
002700,신일전자,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-3.32,20.7
002870,신풍,KOSPI,기타 제조업,2024/12,100000,40000,60000,40000,24000,16000,60000,6000,12000,42000,80000,8000,6000,-8.4,-12.57
